entity_name,entity_id,relation,relation_id
penjualan ori027,17908,INDIKATOR_EKONOMI,2
tips dan strategi investasi,17909,KONSEP,3
sektor yang tahan lama,17910,SEKTOR,13
investasi musiman,17911,KONSEP,3
keuntungan stabil,17912,INDIKATOR_EKONOMI,2
sumbangan ke kas negara,17913,INDIKATOR_EKONOMI,2
partisipasi aktif india,17914,KONSEP,3
kemerdekaan indonesia,17915,KONSEP,3
infrastruktur indonesia,17916,SEKTOR,13
apresiasi,17917,KONSEP,3
menu empat sehat,17918,PRODUK,6
6.159 siswa,17919,ORANG,1
perekonomian lokal,17920,INDIKATOR_EKONOMI,2
efek domino bagi perekonomian,17921,KONSEP,3
kualitas gizi anak-anak,17922,INDIKATOR_EKONOMI,2
surat keputusan pensiun,17923,PRODUK,6
146 rumah,17924,PRODUK,6
pilihan utama,17925,KONSEP,3
daya saing memperluas,17926,KONSEP,3
forum strategi investasi,17927,EVENT,10
bonus demografi sumber,17928,KONSEP,3
mitra dagang terbesar,17929,KONSEP,3
investor terbesar ke-18,17930,KONSEP,3
perdagangan lintas negara,17931,KONSEP,3
perjanjian perdagangan dengan berbagai negara utama,17932,KONSEP,3
mitra dari perusahaan-perusahaan internasional terkemuka,17933,PERUSAHAAN,0
pembebasan pajak investasi,17934,KONSEP,3
konsultasi,17935,KONSEP,3
jaringan luas,17936,KONSEP,3
"fasilitas transportasi darat,",17937,KONSEP,3
bisnis di indonesia,17938,KONSEP,3
infrastruktur lengkap jiipe,17939,KONSEP,3
pelabuhan dan bandara internasional,17940,KONSEP,3
pintu masuk strategis,17941,KONSEP,3
persen letter intent,17942,INDIKATOR_EKONOMI,2
industri hilirisasi timah,17943,KONSEP,3
beras produk turunan,17944,PRODUK,6
hilirisasi komoditas mineral,17945,KONSEP,3
dua dara meutuah,17946,PERUSAHAAN,0
kana barokah karya,17947,PERUSAHAAN,0
93 unit terjual,17948,INDIKATOR_EKONOMI,2
56 unit terjual,17949,INDIKATOR_EKONOMI,2
chopi putra karya,17950,PERUSAHAAN,0
program bpom,17951,KONSEP,3
good manufacturing,17952,KONSEP,3
kemandirian obat nasional,17953,KONSEP,3
ketergantungan pada obat impor,17954,KONSEP,3
201 tawaran investasi ilegal,17955,INSTRUMEN_FINANSIAL,12
jumlah entitas keuangan,17956,INDIKATOR_EKONOMI,2
entitas menawarkan investasi,17957,ORGANISASI,8
kerja paruh waktu,17958,KONSEP,3
investasi bisnis pembelian,17959,INSTRUMEN_FINANSIAL,12
pembelian aset crypto,17960,INSTRUMEN_FINANSIAL,12
perdagangan mata uang digital otomatis dengan teknologi ai,17961,INSTRUMEN_FINANSIAL,12
layanan transaksi mata,17962,INSTRUMEN_FINANSIAL,12
543 entitas pijaman,17963,PERUSAHAAN,0
konten penawaran pinjaman,17964,PRODUK,6
12.185 entitas keuangan,17965,PERUSAHAAN,0
pemblokiran terhadap 614,17966,KONSEP,3
ekosistem pinjaman online,17967,KONSEP,3
nomor whatsapp pihak penagih,17968,KONSEP,3
"penurunan -10,41 persen",17969,INDIKATOR_EKONOMI,2
"kenaikan rata-rata 3,15",17970,INDIKATOR_EKONOMI,2
"pertumbuhan 27,22 persen",17971,INDIKATOR_EKONOMI,2
pertumbuhan jangka panjang,17972,KONSEP,3
"pertumbuhan 7,29 persen",17973,INDIKATOR_EKONOMI,2
"pertumbuhan 11,58 persen",17974,INDIKATOR_EKONOMI,2
"8,21 persen",17975,INDIKATOR_EKONOMI,2
"pertumbuhan rata-rata 2,50",17976,INDIKATOR_EKONOMI,2
pertumbuhan tahunan rata-rata,17977,INDIKATOR_EKONOMI,2
"penurunan terburuk -12,10",17978,INDIKATOR_EKONOMI,2
"penurunan -28,28 persen",17979,INDIKATOR_EKONOMI,2
"penurunan terendah -7,10",17980,INDIKATOR_EKONOMI,2
"8,06 persen",17981,INDIKATOR_EKONOMI,2
"5,98 persen per tahun",17982,INDIKATOR_EKONOMI,2
"1,53 persen",17983,INDIKATOR_EKONOMI,2
"penurunan -3,64 persen",17984,INDIKATOR_EKONOMI,2
sumber dukungan,17985,KONSEP,3
identitas keluarga,17986,KONSEP,3
kepuasan hidup,17987,KONSEP,3
kesehatan mental,17988,KONSEP,3
depresi,17989,KONSEP,3
hubungan antarsaudara,17990,KONSEP,3
gejala kesehatan mental,17991,KONSEP,3
cara menangani konflik,17992,KONSEP,3
hubungan antar saudara,17993,KONSEP,3
kesejahteraan mental,17994,KONSEP,3
regulasi soal tingkat,17995,KONSEP,3
negosiasi dengan apple,17996,EVENT,10
syarat tkdn sebesar,17997,INDIKATOR_EKONOMI,2
negosiasi investasi apple,17998,KONSEP,3
investasi ke indonesia,17999,INSTRUMEN_FINANSIAL,12
dana dari investor,18000,INSTRUMEN_FINANSIAL,12
reksadana adalah wadah,18001,KONSEP,3
modal awal yang relatif kecil,18002,INDIKATOR_EKONOMI,2
dana ke instrumen pasar uang,18003,INSTRUMEN_FINANSIAL,12
tujuan keuangan investor,18004,KONSEP,3
listrik tenaga surya,18005,INSTRUMEN_FINANSIAL,12
kawasan batam,18006,WILAYAH,11
karimun,18007,WILAYAH,11
bintan,18008,KOTA,5
insentif bagi singapura,18009,KONSEP,3
sertifikasi energi hijau,18010,INSTRUMEN_FINANSIAL,12
relaksasi,18011,KONSEP,3
kredit karbon,18012,INSTRUMEN_FINANSIAL,12
pembangunan infrastruktur hijau,18013,KONSEP,3
nilai ekspor furnitur,18014,INDIKATOR_EKONOMI,2
market size global,18015,INDIKATOR_EKONOMI,2
impor furnitur,18016,INDIKATOR_EKONOMI,2
produk furnitur,18017,PRODUK,6
produksi furnitur secara,18018,KONSEP,3
produk furnitur nasional,18019,PRODUK,6
permintaan dunia produk,18020,KONSEP,3
"total kapasitas 3.222,75",18021,INDIKATOR_EKONOMI,2
target pertumbuhan ekonomi nasional sebesar 8 persen,18022,INDIKATOR_EKONOMI,2
sumber utama pasokan listrik untuk kebutuhan industri,18023,KONSEP,3
swasembada energi,18024,KONSEP,3
"jatigede, sumedang, jawa barat",18025,KOTA,5
kebutuhan energi nasional,18026,INDIKATOR_EKONOMI,2
program campus ambassador,18027,EVENT,10
fitur keamanan,18028,KONSEP,3
nilai transaksi uang,18029,INDIKATOR_EKONOMI,2
fitur unggulan membership,18030,PRODUK,6
instrumen investasi emas,18031,KONSEP,3
kemampuan washington bersaing,18032,KONSEP,3
pasar energi bersih,18033,SEKTOR,13
target iklim penerbangan pbb,18034,KONSEP,3
penarikan washington perjanjian,18035,KONSEP,3
emas fisik dan emas digital,18036,PRODUK,6
best loyal seller,18037,EVENT,10
disrupsi terhadap lingkungan,18038,KONSEP,3
1 juta anggota aktif,18039,INDIKATOR_EKONOMI,2
promo diskon pembelian,18040,EVENT,10
"1,5 juta unduhan aplikasi",18041,INDIKATOR_EKONOMI,2
transaksi emas digital,18042,INDIKATOR_EKONOMI,2
penarikan perjanjian paris,18043,KONSEP,3
akses investasi emas,18044,KONSEP,3
pertumbuhan yang pesat,18045,KONSEP,3
proyek pengembangan carbon,18046,KONSEP,3
pabrik petrokimia,18047,PRODUK,6
fasilitas ccs,18048,PERUSAHAAN,0
investasi proyek ccs,18049,KONSEP,3
"meeting, incentives, convention,",18050,SEKTOR,13
sektor usaha kuliner,18051,SEKTOR,13
kapasitas investasi,18052,KONSEP,3
pentingnya menarik investasi asing,18053,KONSEP,3
dukungan institusi yang kuat,18054,KONSEP,3
fleksibilitas,18055,KONSEP,3
fleksibilitas dalam mengelola aset,18056,KONSEP,3
nilai riil investasi,18057,KONSEP,3
kebutuhan airtag global,18058,KONSEP,3
proyeksi nilai ekspor dan biaya pembelian bahan baku,18059,KONSEP,3
capex,18060,KONSEP,3
proyeksi nilai ekspor,18061,KONSEP,3
kepercayaan publik,18062,KONSEP,3
iklim investasi bidang,18063,KONSEP,3
1 juta rumah di dalam negeri,18064,PRODUK,6
biaya penyimpanan,18065,INDIKATOR_EKONOMI,2
keamanan,18066,KONSEP,3
pembelian emas digital,18067,KONSEP,3
harga buyback emas digital,18068,KONSEP,3
anderson william,18069,ORANG,1
smith boa,18070,ORANG,1
red notice,18071,KONSEP,3
tersangka korporasi,18072,KONSEP,3
lima figur publik,18073,ORANG,1
pendiri pt smi,18074,PERUSAHAAN,0
lima mobil mewah,18075,PRODUK,6
penyitaan aset,18076,KONSEP,3
kasus dugaan investasi bodong,18077,KONSEP,3
15 tersangka,18078,KONSEP,3
investasi bodong berkedok,18079,KONSEP,3
tenaga kerja sebanyak,18080,INDIKATOR_EKONOMI,2
rapat kerja nasional,18081,EVENT,10
target investasi tenaga,18082,KONSEP,3
potensi besar,18083,KONSEP,3
business matching indonesia-india,18084,EVENT,10
the confederation indian,18085,ORGANISASI,8
nilai perdagangan,18086,INDIKATOR_EKONOMI,2
undangan republican day,18087,EVENT,10
kerja sama sektor,18088,KONSEP,3
kerja sama transisi,18089,KONSEP,3
kerja sama dalam teknologi,18090,KONSEP,3
forum bisnis (ceo forum),18091,EVENT,10
hubungan ekonomi,18092,KONSEP,3
nourishing future growth,18093,KONSEP,3
prospek ekonomi indonesia,18094,KONSEP,3
investasi ditargetkan berasal,18095,KONSEP,3
pertumbuhan investasi ekonomi,18096,KONSEP,3
dana kelolaan global,18097,INDIKATOR_EKONOMI,2
kedutaan besar,18098,KONSTRUKSI,38
peru,18099,NEGARA,9
komitmen mendukung perdamaian,18100,KONSEP,3
hubungan bilateral,18101,KONSEP,3
strategi kebijakan luar,18102,KONSEP,3
berbagai organisasi internasional,18103,KONSEP,3
sektor migas,18104,SEKTOR,13
perekonomian aceh,18105,INDIKATOR_EKONOMI,2
hubungan ekonomi indonesia,18106,KONSEP,3
1 juta rumah vertikal,18107,PRODUK,6
3 juta unit-5 juta unit rumah,18108,PRODUK,6
tanah di kalibata,18109,PRODUK,6
pembangunan rumah susun (rusun) menempel di setiap stasiun,18110,KONSEP,3
investasi membangun juta,18111,KONSEP,3
50.000 unit,18112,KONSEP,3
menambah investasi juta-5,18113,KONSEP,3
juta unit penghunian,18114,KONSEP,3
3-5 juta rumah dan apartemen,18115,KONSEP,3
juta hingga juta,18116,KONSEP,3
nilai berdasarkan kandungan,18117,KONSEP,3
kadar kemurnian minimal,18118,KONSEP,3
premi 1-5 persen,18119,KONSEP,3
akses ke pasar emas,18120,KONSEP,3
bursa seperti comex,18121,KONSEP,3
strategi investasi berbasis,18122,KONSEP,3
lima tips penting,18123,KONSEP,3
motivasi balik keputusan,18124,KONSEP,3
waktu terbatas,18125,KONSEP,3
kegiatan lain seperti magang atau keterlibatan komunitas,18126,KONSEP,3
keputusan emosional tidak,18127,KONSEP,3
memorandum of understanding,18128,KONSEP,3
1 juta rumah,18129,PRODUK,6
1 juta unit penghunian,18130,PRODUK,6
3 juta-5 juta unit rumah,18131,PRODUK,6
tren penguatan,18132,KONSEP,3
permintaan emas,18133,PRODUK,6
penguatan harga emas,18134,KONSEP,3
2.264 ton emas,18135,PRODUK,6
tiga fase,18136,KONSEP,3
israel dan hamas,18137,ORGANISASI,8
potensi koreksi emas,18138,KONSEP,3
koreksi harga,18139,KONSEP,3
1 juta rumah di indonesia,18140,PRODUK,6
qatar berencana menambah,18141,KONSEP,3
investor perumahan,18142,KONSEP,3
juta rumah berbentuk,18143,PRODUK,6
komitmen qatar,18144,KONSEP,3
kerajaan qatar,18145,NEGARA,9
komitmen membangun juta,18146,KONSEP,3
investasi 3 juta unit rumah,18147,PRODUK,6
kawasan permukiman,18148,KONSEP,3
penangkapan 21 orang,18149,KONSEP,3
kota palu,18150,KOTA,5
penahanan,18151,KONSEP,3
masa penawaran,18152,KONSEP,3
jadwal sbn 2025,18153,KONSEP,3
masa penawaran obligasi,18154,KONSEP,3
penyetoran dana investasi sbn,18155,KONSEP,3
pendaftaran,18156,KONSEP,3
pekan raya jakarta,18157,EVENT,10
vespa super spesial,18158,PRODUK,6
sarana investasi,18159,KONSEP,3
putri keduanya,18160,ORANG,1
pompa asi,18161,PRODUK,6
pompa asi yang portable dan memiliki penghangat otomatis,18162,PRODUK,6
penyitaan uang tunai,18163,INSTRUMEN_FINANSIAL,12
6 unit apartemen,18164,PRODUK,6
kasus korupsi investasi,18165,KONSEP,3
sdgs lecture,18166,EVENT,10
skor incremental capital,18167,INDIKATOR_EKONOMI,2
skor icor indonesia,18168,KONSEP,3
rendahnya efek berganda,18169,KONSEP,3
teknologi hijau,18170,KONSEP,3
kompetitif di dunia internasional,18171,KONSEP,3
kemudahan berbisnis,18172,KONSEP,3
kemampuan sumber daya manusia,18173,KONSEP,3
keberlanjutan ekonomi,18174,KONSEP,3
pengembangan sistem tenaga,18175,KONSEP,3
kapasitas pembangkit listrik sebesar 71 gigawatt (gw),18176,INDIKATOR_EKONOMI,2
sosialisasi ruptl,18177,KONSEP,3
"listrik 99,92 persen",18178,KONSEP,3
pendanaan dari dalam negeri,18179,KONSEP,3
program juta rumah,18180,KONSEP,3
penetapan para pejabat,18181,KONSEP,3
pembagian anggaran,18182,KONSEP,3
satuan tugas percepatan hilirisasi,18183,EVENT,10
posko utama satgas,18184,KONSEP,3
perbankan dalam negeri,18185,ORGANISASI,8
peningkatan harga kumulatif,18186,KONSEP,3
anak usaha,18187,PERUSAHAAN,0
"210,74 persen",18188,INDIKATOR_EKONOMI,2
initial public offering,18189,EVENT,10
suspensi,18190,KONSEP,3
suami ketua dpr,18191,ORANG,1
suspensi perdagangan saham,18192,KONSEP,3
innovasi mendukung minat,18193,KONSEP,3
investasi berbagai kelas,18194,KONSEP,3
fitur toggle syariah,18195,KONSEP,3
produk investasi syariah,18196,PRODUK,6
literasi pasar modal,18197,KONSEP,3
penghargaan sebagai mitra distribusi sun ritel terbaik 2024,18198,EVENT,10
produk konvensional dan syariah,18199,KONSEP,3
"sr, st, dan sukuk wakaf ritel",18200,PRODUK,6
ori dan sbr,18201,PRODUK,6
sbn ritel tradable,18202,KONSEP,3
kupon mengambang,18203,KONSEP,3
27 januari-20 februari 2025,18204,EVENT,10
delapan sbn 2025,18205,KONSEP,3
investasi wakaf uang,18206,KONSEP,3
individu atau perseorangan wni,18207,ORANG,1
7 maret-16 april 2025,18208,EVENT,10
10 november-3 desember 2025,18209,EVENT,10
29 september-23 oktober 2025,18210,EVENT,10
seri swr006,18211,PRODUK,6
15 agustus-15 oktober 2025,18212,EVENT,10
imbalan mengambang batas,18213,KONSEP,3
"jalan, pelabuhan, hingga",18214,KONSEP,3
kesempatan luas kepada,18215,KONSEP,3
laporan pendanaan untuk perusahaan rintisan teknologi iklim,18216,KONSEP,3
penurunan pendanaan,18217,KONSEP,3
penurunan arus modal,18218,KONSEP,3
biaya pinjaman,18219,KONSEP,3
di amerika serikat,18220,NEGARA,9
"persentase 9,9 persen",18221,INDIKATOR_EKONOMI,2
penurunan porsi pendanaan,18222,KONSEP,3
penjualan kendaraan roda empat,18223,INDIKATOR_EKONOMI,2
realisasi belanja pemerintah atas produk manufaktur ber-tkdn,18224,KONSEP,3
jaminan permintaan pasar,18225,KONSEP,3
mengurangi impor hkt,18226,KONSEP,3
jaminan investasi bagi,18227,KONSEP,3
jaminan pertumbuhan permintaan,18228,KONSEP,3
perlindungan bagi industri,18229,KONSEP,3
analisis atas raw,18230,ORGANISASI,8
undang-undang no 3 tahun 2014 tentang perindustrian,18231,PERUSAHAAN,0
persyaratan tkdn,18232,KONSEP,3
model produksi berdasarkan,18233,KONSEP,3
nilai ekspor biaya,18234,KONSEP,3
skema tiga periode,18235,EVENT,10
proposal investasi skema,18236,KONSEP,3
skema tiga,18237,KONSEP,3
hasil penelitian tkdn csis,18238,KONSEP,3
investasi sektor otomotif,18239,INDIKATOR_EKONOMI,2
investasi untuk sektor otomotif,18240,SEKTOR,13
tax holliday,18241,KONSEP,3
penambal kekurangan sisi,18242,KONSEP,3
insentif yang lebih kompetitif,18243,KONSEP,3
investasi keluarga-keluarga kaya,18244,INDIKATOR_EKONOMI,2
posisi sebagai destinasi,18245,KONSEP,3
realisasi,18246,KONSEP,3
empat surat peminatan,18247,KONSEP,3
visi 2045 sebagai,18248,KONSEP,3
kota pintar,18249,KONSEP,3
pusat industri otomotif,18250,KONSEP,3
pendidikan vokasi,18251,KONSEP,3
investasi di sektor ini,18252,SEKTOR,13
pertumbuhan signifikan investasi di sektor otomotif,18253,SEKTOR,13
sisi kanan alur pelabuhan,18254,KONSEP,3
tiang bambu,18255,PRODUK,6
izin pembangunan,18256,KONSEP,3
kapal nelayan,18257,KONSEP,3
sisi kiri alur pelabuhan,18258,KONSEP,3
alur pelabuhan,18259,KONSEP,3
tips investasi,18260,KONSEP,3
kutipan-kutipan tentang investasi,18261,KONSEP,3
surat pemegang saham,18262,KONSEP,3
penahanan antonius ns kosasih,18263,ORANG,1
peluang menarik,18264,KONSEP,3
opsi menarik,18265,KONSEP,3
"penurunan sebesar 11,4 persen",18266,KONSEP,3
sapi hidup dari luar negeri,18267,PRODUK,6
tidak semua siswa,18268,KONSEP,3
semua siswa penerima,18269,KONSEP,3
menu sumber protein,18270,KONSEP,3
produksi susu di dalam negeri,18271,SEKTOR,13
siswa penerima manfaat mbg,18272,KONSEP,3
kebutuhan susu negeri,18273,INDIKATOR_EKONOMI,2
partisipasi pertumbuhan ekonomi,18274,KONSEP,3
posisi rantai pasok,18275,KONSEP,3
larangan apple menjual,18276,KONSEP,3
zona ekonomi khusus,18277,SEKTOR,13
proyek penting,18278,KONSEP,3
keberhasilan indonesia mengembangkan critical mineral,18279,KONSEP,3
konsep kawasan ekonomi,18280,KONSEP,3
johor-singapura special economic,18281,SEKTOR,13
penurunan saham,18282,SEKTOR,13
absennya menu susu,18283,KONSEP,3
keseimbangan gizi,18284,KONSEP,3
ketahanan gizi sumber,18285,KONSEP,3
sdm menuju indonesia,18286,KONSEP,3
menu,18287,KONSEP,3
karakter anak-anak,18288,KONSEP,3
generasi muda yang sehat,18289,KONSEP,3
mundurnya bank-bank as,18290,KONSEP,3
target-target iklim,18291,KONSEP,3
teknologi rendah karbon,18292,KONSEP,3
pembiayaan keberlanjutan,18293,KONSEP,3
bank-bank di indonesia,18294,PERUSAHAAN,0
keputusan jpmorgan,18295,KONSEP,3
kebijakan prioritas,18296,KONSEP,3
1.000 ekor sapi perah impor,18297,PRODUK,6
kerja sama dengan investor,18298,KONSEP,3
main farm manggala,18299,KOTA,5
kerja sama pemanfaatan aset,18300,KONSEP,3
kerja sama dengan universitas jenderal soedirman (unsoed) purwokerto,18301,ORGANISASI,8
kerja sama pemanfaatan,18302,KONSEP,3
"think business, think",18303,EVENT,10
guangdong-hong kong-macao greater,18304,KONSEP,3
association southeast asian,18305,KONSEP,3
teknologi ramah lingkungan,18306,KONSEP,3
ev charging stations,18307,PRODUK,6
solusi utama di indonesia,18308,KONSEP,3
26 hektar lahan,18309,KONSEP,3
lahan milik pt pp,18310,KONSEP,3
nilai pokok dan kupon,18311,INSTRUMEN_FINANSIAL,12
instrumen investasi obligasi,18312,PRODUK,6
e-sbn,18313,KONSEP,3
seluruh uang diinvestasikan,18314,INSTRUMEN_FINANSIAL,12
efek yang sudah dicatatkan,18315,INSTRUMEN_FINANSIAL,12
tingkat kupon imbal,18316,INDIKATOR_EKONOMI,2
sektor sosial dan lingkungan,18317,SEKTOR,13
keberlanjutan bisnis,18318,KONSEP,3
analisis risiko jangka,18319,KONSEP,3
laporan dana publik,18320,KONSEP,3
kebutuhan pendanaan isu,18321,KONSEP,3
tujuan pembangunan berkelanjutan,18322,KONSEP,3
modal hasil berdampak,18323,KONSEP,3
kerangka evaluasi mengukur,18324,KONSEP,3
amahay,18325,KOTA,5
salahutu,18326,KOTA,5
pilihan menarik bagi,18327,KONSEP,3
kapal patroli berkecepatan,18328,PRODUK,6
pernyataan pers ishiba,18329,EVENT,10
dialog strategis,18330,EVENT,10
pltp muara laboh,18331,PRODUK,6
forum diskusi tingkat,18332,EVENT,10
energi dan dekarbonisasi,18333,KONSEP,3
dekarbonisasi,18334,KONSEP,3
hubungan baik semua,18335,KONSEP,3
istana kepresidenan jakarta,18336,KOTA,5
kemampuan di bidang pertahanan,18337,KONSEP,3
minat investasi kerja,18338,KONSEP,3
jepang berinvestasi di semua bidang sumber daya alam,18339,NEGARA,9
hilirisasi dan industrialisasi,18340,KONSEP,3
kerja sama dengan indonesia,18341,NEGARA,9
swasembada pangan energi,18342,KONSEP,3
industri jepang,18343,PERUSAHAAN,0
ekonomi kita,18344,KONSEP,3
program-program prioritas,18345,KONSEP,3
pembangunan ekonomi indonesia,18346,KONSEP,3
mengentaskan kemiskinan,18347,KONSEP,3
persoalan lingkungan,18348,KONSEP,3
"pelaku usaha mikro,",18349,SEKTOR,13
deforestasi lebih 1.000,18350,INDIKATOR_EKONOMI,2
36 investor,18351,SEKTOR,13
sumber daya untuk berinovasi,18352,PRODUK,6
indonesia peringkat ke-162,18353,INDIKATOR_EKONOMI,2
proyek pembangunan juta,18354,PRODUK,6
investasi dari qatar,18355,KONSEP,3
memo of understanding (mou),18356,KONSEP,3
dana kemanusiaan kerajaan qatar,18357,ORGANISASI,8
perekonomian kedua negara,18358,INDIKATOR_EKONOMI,2
sumber pembiayaan pembangunan,18359,KONSEP,3
kelanjutan proyek ikn,18360,KONSEP,3
transportasi kendaraan listrik,18361,SEKTOR,13
investasi transportasi kendaraan listrik,18362,KONSEP,3
delegasi parlemen swedia,18363,ORGANISASI,8
struktur keuangan,18364,KONSEP,3
pencatatan penawaran umum berkelanjutan sukuk ijarah,18365,PRODUK,6
sukuk ijarah,18366,PRODUK,6
modal kerja,18367,KONSEP,3
investasi sesuai prinsip,18368,INSTRUMEN_FINANSIAL,12
perusahaan badan usaha,18369,ORGANISASI,8
surat izin efektif dari otoritas jasa keuangan (ojk),18370,INSTRUMEN_FINANSIAL,12
teknologi kecerdasan buatan,18371,KONSEP,3
lingkungan bisnis yang kondusif,18372,KONSEP,3
populasi muda yang dapat memperkuat potensi investasi,18373,KONSEP,3
bekerja sama sektor,18374,KONSEP,3
mitra potensial,18375,KONSEP,3
investasi para pelaku,18376,PERUSAHAAN,0
layanan rantai pasok,18377,KONSEP,3
551 rumah,18378,PRODUK,6
414 rumah,18379,PRODUK,6
109 rumah,18380,PRODUK,6
tanralili,18381,KOTA,5
simbang,18382,KOTA,5
sorotan bagi calon,18383,KONSEP,3
daya beli pekerja,18384,INDIKATOR_EKONOMI,2
biaya material impor,18385,INDIKATOR_EKONOMI,2
kesempatan kerja,18386,INDIKATOR_EKONOMI,2
kebijakan pemerintah yang berkelanjutan,18387,KONSEP,3
financial services task,18388,KONSEP,3
keamanan energi,18389,KONSEP,3
peringkat ke-158,18390,INDIKATOR_EKONOMI,2
kepentingan perusahaan,18391,KONSEP,3
net zero banking,18392,KONSEP,3
mobilisasi pendanaan iklim,18393,KONSEP,3
transisi menuju nol,18394,KONSEP,3
klien,18395,ORANG,1
tujuan awalnya,18396,KONSEP,3
pasar baja khusus global,18397,SEKTOR,13
grinding ball,18398,KONSEP,3
hasil kemitraan strategis,18399,KONSEP,3
teknologi pengolahan logam,18400,KONSEP,3
pembangunan fasilitas produksi,18401,KONSEP,3
kapasitas lebih 100.000,18402,INDIKATOR_EKONOMI,2
mayoritas ekspor ditujukan,18403,NEGARA,9
sampai persen ekspor,18404,KONSEP,3
kehadiran yang kuat di afrika,18405,KONTINEN,39
distribusi 30 sampai 35 persen untuk pasar domestik,18406,KONSEP,3
dinamika ekonomi,18407,KONSEP,3
prinsip manajemen risiko,18408,KONSEP,3
pengembangan ekosistem perumahan,18409,KONSEP,3
kinerja keuangan,18410,KONSEP,3
pertumbuhan bisnis utama btn,18411,KONSEP,3
inovasi integrasi ekosistem,18412,KONSEP,3
tambang bawah tanah di poboya,18413,SEKTOR,13
tambang batu hijau,18414,SEKTOR,13
produksi emas sebesar,18415,INDIKATOR_EKONOMI,2
pabrik pengolahan bijih,18416,SEKTOR,13
produk emas tematik,18417,PRODUK,6
"28,57 ton emas",18418,PRODUK,6
target tahun ini,18419,KONSEP,3
pendapatan dan volume operasional,18420,INDIKATOR_EKONOMI,2
produksi emas,18421,INDIKATOR_EKONOMI,2
fasilitas research and development (rnd) di indonesia,18422,KONSEP,3
kegiatan pendidikan dan pelatihan,18423,KONSEP,3
sanksi pencabutan izin edar,18424,KONSEP,3
izin edar perangkat iphone,18425,KONSEP,3
30 persen,18426,INDIKATOR_EKONOMI,2
aset lindung nilai,18427,KONSEP,3
risiko rendah terhadap,18428,KONSEP,3
kenaikan harga barang,18429,INDIKATOR_EKONOMI,2
permenperin nomor tahun,18430,KONSEP,3
tingkat komponen dalam negeri,18431,KONSEP,3
dasar menerbitkan sertifikasi,18432,KONSEP,3
sampai sore ini,18433,KONSEP,3
mengajukan proposal baru yang memenuhi ketentuan tkdn,18434,KONSEP,3
syarat mendapatkan izin,18435,KONSEP,3
"proses pembuatan handphone, komputer genggam, dan tablet (hkt)",18436,KONSEP,3
komitmen investasi apple,18437,KONSEP,3
fasilitas produksi airtag,18438,PRODUK,6
perpanjangan sertifikasi tingkat komponen dalam negeri (tkdn),18439,KONSEP,3
ketentuan tkdn,18440,KONSEP,3
pengusulan proposal pemenuhan,18441,KONSEP,3
pihak ketiga untuk melakukan assessment dokumen pelunasan utang,18442,PERUSAHAAN,0
"sanksi kepada perusahaan raksasa asal amerika serikat, apple",18443,PERUSAHAAN,0
fasilitas research and,18444,KONSEP,3
komitmen untuk melunasi utang,18445,INDIKATOR_EKONOMI,2
komitmen tertulis investasi,18446,INDIKATOR_EKONOMI,2
ketentuan tata cara,18447,KONSEP,3
anjuran penempatan investasi,18448,KONSEP,3
investasi pt taspen,18449,KONSEP,3
antonis ns kosasih (ansk),18450,ORANG,1
labuan nababan,18451,ORANG,1
kosasih (ansk),18452,ORANG,1
pertemuan dengan nick amman,18453,EVENT,10
kesepakatan investasi baru,18454,EVENT,10
direct inquiry dari apple,18455,PERUSAHAAN,0
pertemuan rosan roeslani,18456,EVENT,10
implementasinya,18457,KONSEP,3
realisasi utang investasi,18458,INSTRUMEN_FINANSIAL,12
melunasi utang,18459,INSTRUMEN_FINANSIAL,12
pengembangan transisi energi bersih,18460,KONSEP,3
"brasil, russia, india, china, dan afrika selatan (brics)",18461,ORGANISASI,8
keanggotaan indonesia di brics,18462,KONSEP,3
hubungan dengan china,18463,KONSEP,3
hubungan ekonomi brasil,18464,KONSEP,3
keuntungan untuk indonesia,18465,KONSEP,3
kerja sama green investment,18466,KONSEP,3
pasar modal ramah,18467,SEKTOR,13
investasi sektor ekstraktif,18468,SEKTOR,13
tkdn iphone 16,18469,INDIKATOR_EKONOMI,2
investasi tahap awal,18470,INDIKATOR_EKONOMI,2
aksesori pelacak airtag,18471,PRODUK,6
pertemuan perwakilan apple,18472,EVENT,10
penggunaan tkdn produk-produk,18473,KONSEP,3
strategi realisasi investasi,18474,KONSEP,3
target penyelesaian pabrik,18475,KONSEP,3
situs postel,18476,KONSEP,3
laman tkdn,18477,KONSEP,3
"tkdn handphone, komputer",18478,INDIKATOR_EKONOMI,2
negosiasi tingkat komponen,18479,KONSEP,3
pabrik vendor airtag,18480,PRODUK,6
komitmen untuk pembangunan pabrik vendor airtag di batam,18481,KONSEP,3
solusi mengatasi berbagai,18482,KONSEP,3
menjual gedung kampus,18483,PRODUK,6
sumbangan pengembangan pendidikan,18484,INDIKATOR_EKONOMI,2
beberapa investor korea,18485,ORGANISASI,8
gaji dan pesangon karyawan,18486,INDIKATOR_EKONOMI,2
pengembangan universitas,18487,KONSEP,3
"bali, cirebon, dan bandung",18488,WILAYAH,11
universitas bandung internasional,18489,PERUSAHAAN,0
komitmen untuk memperjuangkan nasib universitas bandung,18490,KONSEP,3
hasil dari penjualan gedung,18491,INSTRUMEN_FINANSIAL,12
penawaran ulang kepada apple,18492,KONSEP,3
